node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,midYear,startUTLA,endUTLA,startRegion,endRegion,geoDist_km
24352,24353,0.00239264,164187.26012561,533286.379372523,169562.104460868,528862.63575039,0.08967978,0.08728714,2020.7677573763,2020.7701500163,2020.7689536963,334,353,Greater_London,Greater_London,6.95969152402835
23531,23532,0.00476520000000002,169597.311595473,549174.225706609,171002.939542641,547320.449314183,0.08975939,0.08499419,2020.7654644263,2020.7702296263,2020.7678470263,335,347,Kent,Greater_London,2.32438972895347
21739,21740,0.0157906,171558.413149832,549157.761854305,162195.232893665,572629.081976739,0.09069622,0.07490562,2020.7553758563,2020.7711664563,2020.7632711563,347,190,Greater_London,Kent,25.2312067463555
25802,25803,0.00828991000000001,174983.531451543,599377.737334316,173898.821778599,593708.277785129,0.09075206,0.08246215,2020.7629323863,2020.7712222963,2020.7670773413,NA,296,NA,Kent,5.76044044998005
32227,32228,0.0165505,177703.405138469,553131.355581808,178429.380624276,552775.38726584,0.090936547,0.074386047,2020.7548562833,2020.7714067833,2020.7631315333,347,NA,Greater_London,NA,0.808741299807983
18948,18949,0.00285432999999996,167057.693512747,584225.101480749,165931.761451391,584740.749735899,0.0916817,0.08882737,2020.7692976063,2020.7721519363,2020.7707247713,296,296,Kent,Kent,1.23862144492453
28429,29786,0.0126217,186276.37696247,548467.729345485,183657.405736489,541819.444608767,0.09215978,0.07953808,2020.7600083163,2020.7726300163,2020.7663191663,364,363,Greater_London,Greater_London,7.13408513292666
27756,27868,0.0322852,188926.993773452,549809.185585294,186245.48512558,551738.04627468,0.09252939,0.06024419,2020.7407144263,2020.7729996263,2020.7568570263,338,364,Greater_London,Greater_London,3.30271994552385
25803,26196,0.00230368999999997,173898.821778599,593708.277785129,173600.684100907,594740.57515089,0.09305575,0.09075206,2020.7712222963,2020.7735259863,2020.7723741413,296,296,Kent,Kent,1.07250761692364
24353,24354,0.00459008,169562.104460868,528862.63575039,168909.250880518,523132.600824145,0.09426986,0.08967978,2020.7701500163,2020.7747400963,2020.7724450563,353,353,Greater_London,Greater_London,5.75666030353064
27091,27167,0.0391712,167321.981841797,593375.108818348,164002.174399925,590270.26509909,0.09440992,0.05523872,2020.7357089563,2020.7748801563,2020.7552945563,296,296,Kent,Kent,4.54189351731615
26588,26589,0.0251601,170677.531899144,588111.665131181,169935.315744516,595888.243958278,0.09444386,0.06928376,2020.7497539963,2020.7749140963,2020.7623340463,296,296,Kent,Kent,7.79596151081797
20595,20596,0.0226051,170423.735420486,550299.402523267,173387.045023657,541419.166200334,0.09518013,0.07257503,2020.7530452663,2020.7756503663,2020.7643478163,193,335,Kent,Greater_London,9.34672601304286
27097,9377,0.0102407,169656.662655167,599050.184804049,171114.209058179,600200.845116445,0.0954862026,0.0852455026,2020.7657157389,2020.7759564389,2020.7708360889,296,296,Kent,Kent,1.85586701969242
26589,8948,0.00104237000000001,169935.315744516,595888.243958278,168515.114417407,596154.211995308,0.09548623,0.09444386,2020.7749140963,2020.7759564663,2020.7754352813,296,296,Kent,Kent,1.44555035159533
